inner_archive,json_path,image_id,filename,date,city_id,width,height,facility,state,defect,annotation_type,annotation_count
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210719_0000012705.json,0000018840,2_09_0_1_1_1_20210719_0000012705.jpg,20210719,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210719_0000028590.json,0000018841,2_09_0_1_1_1_20210719_0000028590.jpg,20210719,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210719_0000028594.json,0000018843,2_09_0_1_1_1_20210719_0000028594.jpg,20210719,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210719_0000030747.json,0000018845,2_09_0_1_1_1_20210719_0000030747.jpg,20210719,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210719_0000030764.json,0000018847,2_09_0_1_1_1_20210719_0000030764.jpg,20210719,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210719_0000030770.json,0000018848,2_09_0_1_1_1_20210719_0000030770.jpg,20210719,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210719_0000030773.json,0000018849,2_09_0_1_1_1_20210719_0000030773.jpg,20210719,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210719_0000031514.json,0000018850,2_09_0_1_1_1_20210719_0000031514.jpg,20210719,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210719_0000031519.json,0000018851,2_09_0_1_1_1_20210719_0000031519.jpg,20210719,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210719_0000241257.json,0000105096,2_09_0_1_1_1_20210719_0000241257.jpg,20210719,1,1836,3264,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210719_0000241264.json,0000105097,2_09_0_1_1_1_20210719_0000241264.jpg,20210719,1,1836,3264,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000005312.json,0000018852,2_09_0_1_1_1_20210720_0000005312.jpeg,20210720,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000005313.json,0000018853,2_09_0_1_1_1_20210720_0000005313.jpeg,20210720,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000027507.json,0000018854,2_09_0_1_1_1_20210720_0000027507.jpg,20210720,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000027555.json,0000018855,2_09_0_1_1_1_20210720_0000027555.jpg,20210720,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000037705.json,0000018856,2_09_0_1_1_1_20210720_0000037705.jpg,20210720,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000037707.json,0000018857,2_09_0_1_1_1_20210720_0000037707.jpg,20210720,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000037710.json,0000018859,2_09_0_1_1_1_20210720_0000037710.jpg,20210720,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000037712.json,0000018860,2_09_0_1_1_1_20210720_0000037712.jpg,20210720,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000037713.json,0000018861,2_09_0_1_1_1_20210720_0000037713.jpg,20210720,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000038791.json,0000018863,2_09_0_1_1_1_20210720_0000038791.jpg,20210720,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000038798.json,0000018865,2_09_0_1_1_1_20210720_0000038798.jpg,20210720,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000061670.json,0000018866,2_09_0_1_1_1_20210720_0000061670.jpg,20210720,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000086581.json,0000049578,2_09_0_1_1_1_20210720_0000086581.jpg,20210720,1,2272,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000147196.json,0000105098,2_09_0_1_1_1_20210720_0000147196.jpg,20210720,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000209069.json,0000105442,2_09_0_1_1_1_20210720_0000209069.jpg,20210720,1,1836,3264,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000241267.json,0000105105,2_09_0_1_1_1_20210720_0000241267.jpg,20210720,1,1836,3264,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000241268.json,0000105106,2_09_0_1_1_1_20210720_0000241268.jpg,20210720,1,1836,3264,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000241269.json,0000105107,2_09_0_1_1_1_20210720_0000241269.jpg,20210720,1,1836,3264,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000241270.json,0000105108,2_09_0_1_1_1_20210720_0000241270.jpg,20210720,1,1836,3264,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000241271.json,0000105109,2_09_0_1_1_1_20210720_0000241271.jpg,20210720,1,1836,3264,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210720_0000241272.json,0000105110,2_09_0_1_1_1_20210720_0000241272.jpg,20210720,1,1836,3264,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210721_0000012207.json,0000018867,2_09_0_1_1_1_20210721_0000012207.jpg,20210721,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210721_0000027641.json,0000018868,2_09_0_1_1_1_20210721_0000027641.jpg,20210721,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210721_0000036256.json,0000018869,2_09_0_1_1_1_20210721_0000036256.jpg,20210721,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210721_0000038803.json,0000018870,2_09_0_1_1_1_20210721_0000038803.jpg,20210721,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210721_0000038809.json,0000018872,2_09_0_1_1_1_20210721_0000038809.jpg,20210721,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210721_0000038815.json,0000018874,2_09_0_1_1_1_20210721_0000038815.jpg,20210721,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210721_0000044180.json,0000018875,2_09_0_1_1_1_20210721_0000044180.jpg,20210721,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210721_0000044886.json,0000431607,2_09_0_1_1_1_20210721_0000044886.jpg,20210721,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210721_0000241273.json,0000105111,2_09_0_1_1_1_20210721_0000241273.jpg,20210721,1,1836,3264,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210721_0000241274.json,0000105112,2_09_0_1_1_1_20210721_0000241274.jpg,20210721,1,1836,3264,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210721_0000241275.json,0000105113,2_09_0_1_1_1_20210721_0000241275.jpg,20210721,1,1836,3264,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210721_0000241277.json,0000105115,2_09_0_1_1_1_20210721_0000241277.jpg,20210721,1,1836,3264,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000001201.json,0000019915,2_09_0_1_1_1_20210722_0000001201.jpg,20210722,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000022252.json,0000018877,2_09_0_1_1_1_20210722_0000022252.jpeg,20210722,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000038822.json,0000018879,2_09_0_1_1_1_20210722_0000038822.jpg,20210722,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000038828.json,0000018881,2_09_0_1_1_1_20210722_0000038828.jpg,20210722,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000038836.json,0000018883,2_09_0_1_1_1_20210722_0000038836.jpg,20210722,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000040044.json,0000018884,2_09_0_1_1_1_20210722_0000040044.jpg,20210722,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000040047.json,0000018885,2_09_0_1_1_1_20210722_0000040047.jpg,20210722,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000040051.json,0000018886,2_09_0_1_1_1_20210722_0000040051.jpg,20210722,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000045410.json,0000018887,2_09_0_1_1_1_20210722_0000045410.jpg,20210722,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000045870.json,0000018888,2_09_0_1_1_1_20210722_0000045870.jpg,20210722,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000046350.json,0000018889,2_09_0_1_1_1_20210722_0000046350.jpg,20210722,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000046379.json,0000018890,2_09_0_1_1_1_20210722_0000046379.jpg,20210722,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000046428.json,0000018891,2_09_0_1_1_1_20210722_0000046428.jpg,20210722,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000046453.json,0000018892,2_09_0_1_1_1_20210722_0000046453.jpg,20210722,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000068306.json,0000018893,2_09_0_1_1_1_20210722_0000068306.jpg,20210722,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000110502.json,0000049595,2_09_0_1_1_1_20210722_0000110502.jpg,20210722,1,2250,4000,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000183280.json,0000105117,2_09_0_1_1_1_20210722_0000183280.jpg,20210722,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210722_0000186195.json,0000105119,2_09_0_1_1_1_20210722_0000186195.jpg,20210722,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210723_0000012034.json,0000020001,2_09_0_1_1_1_20210723_0000012034.jpg,20210723,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210723_0000012058.json,0000020003,2_09_0_1_1_1_20210723_0000012058.jpg,20210723,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210723_0000012102.json,0000020006,2_09_0_1_1_1_20210723_0000012102.jpg,20210723,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210723_0000012113.json,0000020007,2_09_0_1_1_1_20210723_0000012113.jpg,20210723,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210723_0000012169.json,0000020010,2_09_0_1_1_1_20210723_0000012169.jpg,20210723,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210723_0000012182.json,0000020012,2_09_0_1_1_1_20210723_0000012182.jpg,20210723,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210723_0000046770.json,0000018894,2_09_0_1_1_1_20210723_0000046770.jpg,20210723,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210723_0000046783.json,0000018895,2_09_0_1_1_1_20210723_0000046783.jpg,20210723,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210723_0000046833.json,0000018896,2_09_0_1_1_1_20210723_0000046833.jpg,20210723,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210723_0000047606.json,0000018900,2_09_0_1_1_1_20210723_0000047606.jpg,20210723,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210723_0000047877.json,0000018901,2_09_0_1_1_1_20210723_0000047877.jpg,20210723,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210723_0000059486.json,0000018903,2_09_0_1_1_1_20210723_0000059486.jpg,20210723,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210723_0000059505.json,0000018904,2_09_0_1_1_1_20210723_0000059505.jpg,20210723,1,1440,2560,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210723_0000067536.json,0000430977,2_09_0_1_1_1_20210723_0000067536.jpg,20210723,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210723_0000069138.json,0000430978,2_09_0_1_1_1_20210723_0000069138.jpg,20210723,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000002288.json,0000018905,2_09_0_1_1_1_20210724_0000002288.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000002418.json,0000018906,2_09_0_1_1_1_20210724_0000002418.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000002420.json,0000018907,2_09_0_1_1_1_20210724_0000002420.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000002423.json,0000018908,2_09_0_1_1_1_20210724_0000002423.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000002424.json,0000018909,2_09_0_1_1_1_20210724_0000002424.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000002426.json,0000018910,2_09_0_1_1_1_20210724_0000002426.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000002433.json,0000018911,2_09_0_1_1_1_20210724_0000002433.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000002436.json,0000018912,2_09_0_1_1_1_20210724_0000002436.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000002442.json,0000018915,2_09_0_1_1_1_20210724_0000002442.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011324.json,0000244723,2_09_0_1_1_1_20210724_0000011324.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011327.json,0000018917,2_09_0_1_1_1_20210724_0000011327.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011336.json,0000018918,2_09_0_1_1_1_20210724_0000011336.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011340.json,0000018919,2_09_0_1_1_1_20210724_0000011340.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011344.json,0000018920,2_09_0_1_1_1_20210724_0000011344.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011347.json,0000018921,2_09_0_1_1_1_20210724_0000011347.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011353.json,0000018922,2_09_0_1_1_1_20210724_0000011353.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011356.json,0000018923,2_09_0_1_1_1_20210724_0000011356.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011358.json,0000018924,2_09_0_1_1_1_20210724_0000011358.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011371.json,0000018926,2_09_0_1_1_1_20210724_0000011371.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011377.json,0000018928,2_09_0_1_1_1_20210724_0000011377.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011381.json,0000018929,2_09_0_1_1_1_20210724_0000011381.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011387.json,0000018930,2_09_0_1_1_1_20210724_0000011387.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011391.json,0000018931,2_09_0_1_1_1_20210724_0000011391.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011411.json,0000018934,2_09_0_1_1_1_20210724_0000011411.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011416.json,0000018935,2_09_0_1_1_1_20210724_0000011416.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011419.json,0000018936,2_09_0_1_1_1_20210724_0000011419.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
01.데이터/1.Training/라벨링데이터/TL8.zip,09. 점자블럭/0. 양호/2_09_0_1_1_1_20210724_0000011431.json,0000018938,2_09_0_1_1_1_20210724_0000011431.jpg,20210724,1,2268,4032,2_09,0,정상,polygon,1
